Site,Latitude,Longitude,Elevation,Time,Depth,LakeElevation,BedTemperature
L9819,70.270,-151.355,8.2,8/20/12,1.81,NaN,14.4
L9819,70.270,-151.355,8.2,8/21/12,1.81,NaN,14.0
L9819,70.270,-151.355,8.2,8/22/12,1.80,NaN,13.6
L9819,70.270,-151.355,8.2,8/23/12,1.81,NaN,13.5
L9819,70.270,-151.355,8.2,8/24/12,1.80,NaN,13.2
L9819,70.270,-151.355,8.2,8/25/12,1.81,NaN,12.4
L9819,70.270,-151.355,8.2,8/26/12,1.81,NaN,11.6
L9819,70.270,-151.355,8.2,8/27/12,1.81,NaN,10.7
L9819,70.270,-151.355,8.2,8/28/12,1.82,NaN,9.2
L9819,70.270,-151.355,8.2,8/29/12,1.81,NaN,8.9
L9819,70.270,-151.355,8.2,8/30/12,1.82,NaN,8.7
L9819,70.270,-151.355,8.2,8/31/12,1.82,NaN,7.5
L9819,70.270,-151.355,8.2,9/1/12,1.82,NaN,6.7
L9819,70.270,-151.355,8.2,9/2/12,1.82,NaN,6.4
L9819,70.270,-151.355,8.2,9/3/12,1.82,NaN,5.8
L9819,70.270,-151.355,8.2,9/4/12,1.81,NaN,6.4
L9819,70.270,-151.355,8.2,9/5/12,1.82,NaN,7.3
L9819,70.270,-151.355,8.2,9/6/12,1.83,NaN,7.5
L9819,70.270,-151.355,8.2,9/7/12,1.83,NaN,6.1
L9819,70.270,-151.355,8.2,9/8/12,1.83,NaN,5.1
L9819,70.270,-151.355,8.2,9/9/12,1.82,NaN,4.6
L9819,70.270,-151.355,8.2,9/10/12,1.82,NaN,4.6
L9819,70.270,-151.355,8.2,9/11/12,1.82,NaN,4.5
L9819,70.270,-151.355,8.2,9/12/12,1.82,NaN,4.5
L9819,70.270,-151.355,8.2,9/13/12,1.82,NaN,4.6
L9819,70.270,-151.355,8.2,9/14/12,1.82,NaN,4.4
L9819,70.270,-151.355,8.2,9/15/12,1.82,NaN,4.2
L9819,70.270,-151.355,8.2,9/16/12,1.82,NaN,3.9
L9819,70.270,-151.355,8.2,9/17/12,1.82,NaN,4.1
L9819,70.270,-151.355,8.2,9/18/12,1.82,NaN,4.4
L9819,70.270,-151.355,8.2,9/19/12,1.82,NaN,4.5
L9819,70.270,-151.355,8.2,9/20/12,1.82,NaN,4.9
L9819,70.270,-151.355,8.2,9/21/12,1.82,NaN,4.9
L9819,70.270,-151.355,8.2,9/22/12,1.82,NaN,4.8
L9819,70.270,-151.355,8.2,9/23/12,1.82,NaN,4.7
L9819,70.270,-151.355,8.2,9/24/12,1.82,NaN,4.7
L9819,70.270,-151.355,8.2,9/25/12,1.83,NaN,4.0
L9819,70.270,-151.355,8.2,9/26/12,1.83,NaN,3.5
L9819,70.270,-151.355,8.2,9/27/12,1.83,NaN,2.8
L9819,70.270,-151.355,8.2,9/28/12,1.84,NaN,2.6
L9819,70.270,-151.355,8.2,9/29/12,1.84,NaN,2.6
L9819,70.270,-151.355,8.2,9/30/12,1.84,NaN,2.4
L9819,70.270,-151.355,8.2,10/1/12,1.84,NaN,2.2
L9819,70.270,-151.355,8.2,10/2/12,1.84,NaN,1.6
L9819,70.270,-151.355,8.2,10/3/12,1.84,NaN,1.5
L9819,70.270,-151.355,8.2,10/4/12,1.86,NaN,1.7
L9819,70.270,-151.355,8.2,10/5/12,1.96,NaN,1.7
L9819,70.270,-151.355,8.2,10/6/12,1.97,NaN,1.6
L9819,70.270,-151.355,8.2,10/7/12,1.97,NaN,1.3
L9819,70.270,-151.355,8.2,10/8/12,1.97,NaN,1.1
L9819,70.270,-151.355,8.2,10/9/12,1.98,NaN,0.6
L9819,70.270,-151.355,8.2,10/10/12,1.98,NaN,0.7
L9819,70.270,-151.355,8.2,10/11/12,1.99,NaN,1.1
L9819,70.270,-151.355,8.2,10/12/12,1.99,NaN,1.3
L9819,70.270,-151.355,8.2,10/13/12,1.99,NaN,1.5
L9819,70.270,-151.355,8.2,10/14/12,NaN,NaN,1.7
L9819,70.270,-151.355,8.2,10/15/12,NaN,NaN,1.8
L9819,70.270,-151.355,8.2,10/16/12,NaN,NaN,1.9
L9819,70.270,-151.355,8.2,10/17/12,NaN,NaN,1.9
L9819,70.270,-151.355,8.2,10/18/12,NaN,NaN,2.0
L9819,70.270,-151.355,8.2,10/19/12,NaN,NaN,2.0
L9819,70.270,-151.355,8.2,10/20/12,NaN,NaN,2.0
L9819,70.270,-151.355,8.2,10/21/12,NaN,NaN,2.1
L9819,70.270,-151.355,8.2,10/22/12,NaN,NaN,2.1
L9819,70.270,-151.355,8.2,10/23/12,NaN,NaN,2.1
L9819,70.270,-151.355,8.2,10/24/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,10/25/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,10/26/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,10/27/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,10/28/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,10/29/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,10/30/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,10/31/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/1/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/2/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/3/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/4/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/5/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/6/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/7/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/8/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/9/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/10/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/11/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/12/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/13/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/14/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/15/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/16/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/17/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/18/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/19/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/20/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/21/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/22/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/23/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/24/12,NaN,NaN,2.3
L9819,70.270,-151.355,8.2,11/25/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,11/26/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,11/27/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,11/28/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,11/29/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,11/30/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,12/1/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,12/2/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,12/3/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,12/4/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,12/5/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,12/6/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,12/7/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,12/8/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,12/9/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,12/10/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,12/11/12,NaN,NaN,2.2
L9819,70.270,-151.355,8.2,12/12/12,NaN,NaN,2.1
L9819,70.270,-151.355,8.2,12/13/12,NaN,NaN,2.1
L9819,70.270,-151.355,8.2,12/14/12,NaN,NaN,2.1
L9819,70.270,-151.355,8.2,12/15/12,NaN,NaN,2.1
L9819,70.270,-151.355,8.2,12/16/12,NaN,NaN,2.1
L9819,70.270,-151.355,8.2,12/17/12,NaN,NaN,2.1
L9819,70.270,-151.355,8.2,12/18/12,NaN,NaN,2.1
L9819,70.270,-151.355,8.2,12/19/12,NaN,NaN,2.1
L9819,70.270,-151.355,8.2,12/20/12,NaN,NaN,2.1
L9819,70.270,-151.355,8.2,12/21/12,NaN,NaN,2.1
L9819,70.270,-151.355,8.2,12/22/12,NaN,NaN,2.0
L9819,70.270,-151.355,8.2,12/23/12,NaN,NaN,2.0
L9819,70.270,-151.355,8.2,12/24/12,NaN,NaN,2.0
L9819,70.270,-151.355,8.2,12/25/12,NaN,NaN,2.0
L9819,70.270,-151.355,8.2,12/26/12,NaN,NaN,2.0
L9819,70.270,-151.355,8.2,12/27/12,NaN,NaN,2.0
L9819,70.270,-151.355,8.2,12/28/12,NaN,NaN,2.0
L9819,70.270,-151.355,8.2,12/29/12,NaN,NaN,2.0
L9819,70.270,-151.355,8.2,12/30/12,NaN,NaN,1.9
L9819,70.270,-151.355,8.2,12/31/12,NaN,NaN,1.9
L9819,70.270,-151.355,8.2,1/1/13,NaN,NaN,1.9
L9819,70.270,-151.355,8.2,1/2/13,NaN,NaN,1.9
L9819,70.270,-151.355,8.2,1/3/13,NaN,NaN,1.9
L9819,70.270,-151.355,8.2,1/4/13,NaN,NaN,1.9
L9819,70.270,-151.355,8.2,1/5/13,NaN,NaN,1.9
L9819,70.270,-151.355,8.2,1/6/13,NaN,NaN,1.9
L9819,70.270,-151.355,8.2,1/7/13,NaN,NaN,1.9
L9819,70.270,-151.355,8.2,1/8/13,NaN,NaN,1.8
L9819,70.270,-151.355,8.2,1/9/13,NaN,NaN,1.8
L9819,70.270,-151.355,8.2,1/10/13,NaN,NaN,1.8
L9819,70.270,-151.355,8.2,1/11/13,NaN,NaN,1.8
L9819,70.270,-151.355,8.2,1/12/13,NaN,NaN,1.8
L9819,70.270,-151.355,8.2,1/13/13,NaN,NaN,1.8
L9819,70.270,-151.355,8.2,1/14/13,NaN,NaN,1.8
L9819,70.270,-151.355,8.2,1/15/13,NaN,NaN,1.8
L9819,70.270,-151.355,8.2,1/16/13,NaN,NaN,1.8
L9819,70.270,-151.355,8.2,1/17/13,NaN,NaN,1.7
L9819,70.270,-151.355,8.2,1/18/13,NaN,NaN,1.7
L9819,70.270,-151.355,8.2,1/19/13,NaN,NaN,1.7
L9819,70.270,-151.355,8.2,1/20/13,NaN,NaN,1.7
L9819,70.270,-151.355,8.2,1/21/13,NaN,NaN,1.7
L9819,70.270,-151.355,8.2,1/22/13,NaN,NaN,1.7
L9819,70.270,-151.355,8.2,1/23/13,NaN,NaN,1.7
L9819,70.270,-151.355,8.2,1/24/13,NaN,NaN,1.7
L9819,70.270,-151.355,8.2,1/25/13,NaN,NaN,1.6
L9819,70.270,-151.355,8.2,1/26/13,NaN,NaN,1.5
L9819,70.270,-151.355,8.2,1/27/13,NaN,NaN,1.5
L9819,70.270,-151.355,8.2,1/28/13,NaN,NaN,1.5
L9819,70.270,-151.355,8.2,1/29/13,NaN,NaN,1.5
L9819,70.270,-151.355,8.2,1/30/13,NaN,NaN,1.4
L9819,70.270,-151.355,8.2,1/31/13,NaN,NaN,1.4
L9819,70.270,-151.355,8.2,2/1/13,NaN,NaN,1.4
L9819,70.270,-151.355,8.2,2/2/13,NaN,NaN,1.3
L9819,70.270,-151.355,8.2,2/3/13,NaN,NaN,1.3
L9819,70.270,-151.355,8.2,2/4/13,NaN,NaN,1.3
L9819,70.270,-151.355,8.2,2/5/13,NaN,NaN,1.2
L9819,70.270,-151.355,8.2,2/6/13,NaN,NaN,1.2
L9819,70.270,-151.355,8.2,2/7/13,NaN,NaN,1.2
L9819,70.270,-151.355,8.2,2/8/13,NaN,NaN,1.2
L9819,70.270,-151.355,8.2,2/9/13,NaN,NaN,1.1
L9819,70.270,-151.355,8.2,2/10/13,NaN,NaN,1.1
L9819,70.270,-151.355,8.2,2/11/13,NaN,NaN,1.1
L9819,70.270,-151.355,8.2,2/12/13,NaN,NaN,1.1
L9819,70.270,-151.355,8.2,2/13/13,NaN,NaN,1.0
L9819,70.270,-151.355,8.2,2/14/13,NaN,NaN,1.0
L9819,70.270,-151.355,8.2,2/15/13,NaN,NaN,1.0
L9819,70.270,-151.355,8.2,2/16/13,NaN,NaN,1.0
L9819,70.270,-151.355,8.2,2/17/13,NaN,NaN,0.9
L9819,70.270,-151.355,8.2,2/18/13,NaN,NaN,0.9
L9819,70.270,-151.355,8.2,2/19/13,NaN,NaN,0.9
L9819,70.270,-151.355,8.2,2/20/13,NaN,NaN,0.9
L9819,70.270,-151.355,8.2,2/21/13,NaN,NaN,0.9
L9819,70.270,-151.355,8.2,2/22/13,NaN,NaN,0.9
L9819,70.270,-151.355,8.2,2/23/13,NaN,NaN,0.8
L9819,70.270,-151.355,8.2,2/24/13,NaN,NaN,0.8
L9819,70.270,-151.355,8.2,2/25/13,NaN,NaN,0.8
L9819,70.270,-151.355,8.2,2/26/13,NaN,NaN,0.8
L9819,70.270,-151.355,8.2,2/27/13,NaN,NaN,0.8
L9819,70.270,-151.355,8.2,2/28/13,NaN,NaN,0.8
L9819,70.270,-151.355,8.2,3/1/13,NaN,NaN,0.8
L9819,70.270,-151.355,8.2,3/2/13,NaN,NaN,0.7
L9819,70.270,-151.355,8.2,3/3/13,NaN,NaN,0.7
L9819,70.270,-151.355,8.2,3/4/13,NaN,NaN,0.7
L9819,70.270,-151.355,8.2,3/5/13,NaN,NaN,0.7
L9819,70.270,-151.355,8.2,3/6/13,NaN,NaN,0.7
L9819,70.270,-151.355,8.2,3/7/13,NaN,NaN,0.7
L9819,70.270,-151.355,8.2,3/8/13,NaN,NaN,0.7
L9819,70.270,-151.355,8.2,3/9/13,NaN,NaN,0.7
L9819,70.270,-151.355,8.2,3/10/13,NaN,NaN,0.7
L9819,70.270,-151.355,8.2,3/11/13,NaN,NaN,0.7
L9819,70.270,-151.355,8.2,3/12/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/13/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/14/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/15/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/16/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/17/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/18/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/19/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/20/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/21/13,NaN,NaN,0.7
L9819,70.270,-151.355,8.2,3/22/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/23/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/24/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/25/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/26/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/27/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/28/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/29/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/30/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,3/31/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,4/1/13,NaN,NaN,0.6
L9819,70.270,-151.355,8.2,4/2/13,NaN,NaN,0.5
L9819,70.270,-151.355,8.2,4/3/13,NaN,NaN,0.5
L9819,70.270,-151.355,8.2,4/4/13,NaN,NaN,0.5
L9819,70.270,-151.355,8.2,4/5/13,NaN,NaN,0.5
L9819,70.270,-151.355,8.2,4/6/13,NaN,NaN,0.5
L9819,70.270,-151.355,8.2,4/7/13,NaN,NaN,0.5
L9819,70.270,-151.355,8.2,4/8/13,NaN,NaN,0.5
L9819,70.270,-151.355,8.2,4/9/13,NaN,NaN,0.4
L9819,70.270,-151.355,8.2,4/10/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/11/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/12/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/13/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/14/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/15/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/16/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/17/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/18/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/19/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/20/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/21/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/22/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/23/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/24/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/25/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/26/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/27/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/28/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/29/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,4/30/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/1/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/2/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/3/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/4/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/5/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/6/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/7/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/8/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/9/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/10/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/11/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/12/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/13/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/14/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/15/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/16/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/17/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/18/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/19/13,NaN,NaN,0.2
L9819,70.270,-151.355,8.2,5/20/13,NaN,NaN,0.2
L9819,70.270,-151.355,8.2,5/21/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/22/13,NaN,NaN,0.2
L9819,70.270,-151.355,8.2,5/23/13,NaN,NaN,0.2
L9819,70.270,-151.355,8.2,5/24/13,NaN,NaN,0.2
L9819,70.270,-151.355,8.2,5/25/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/26/13,NaN,NaN,0.2
L9819,70.270,-151.355,8.2,5/27/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,5/28/13,NaN,NaN,0.2
L9819,70.270,-151.355,8.2,5/29/13,NaN,NaN,0.2
L9819,70.270,-151.355,8.2,5/30/13,NaN,NaN,0.2
L9819,70.270,-151.355,8.2,5/31/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,6/1/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,6/2/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,6/3/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,6/4/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,6/5/13,NaN,NaN,0.3
L9819,70.270,-151.355,8.2,6/6/13,NaN,NaN,0.2
L9819,70.270,-151.355,8.2,6/7/13,NaN,NaN,0.4
L9819,70.270,-151.355,8.2,6/8/13,NaN,NaN,0.5
L9819,70.270,-151.355,8.2,6/9/13,NaN,NaN,0.8
L9819,70.270,-151.355,8.2,6/10/13,NaN,NaN,1.1
L9819,70.270,-151.355,8.2,6/11/13,NaN,NaN,1.7
L9819,70.270,-151.355,8.2,6/12/13,NaN,NaN,2.5
L9819,70.270,-151.355,8.2,6/13/13,NaN,NaN,2.8
L9819,70.270,-151.355,8.2,6/14/13,NaN,NaN,3.3
L9819,70.270,-151.355,8.2,6/15/13,NaN,NaN,3.5
L9819,70.270,-151.355,8.2,6/16/13,NaN,NaN,2.9
L9819,70.270,-151.355,8.2,6/17/13,NaN,NaN,3.0
L9819,70.270,-151.355,8.2,6/18/13,NaN,NaN,3.3
L9819,70.270,-151.355,8.2,6/19/13,NaN,NaN,3.4
L9819,70.270,-151.355,8.2,6/20/13,NaN,NaN,3.5
L9819,70.270,-151.355,8.2,6/21/13,NaN,NaN,3.5
L9819,70.270,-151.355,8.2,6/22/13,NaN,NaN,3.6
L9819,70.270,-151.355,8.2,6/23/13,NaN,NaN,3.7
L9819,70.270,-151.355,8.2,6/24/13,NaN,NaN,3.7
L9819,70.270,-151.355,8.2,6/25/13,NaN,NaN,3.0
L9819,70.270,-151.355,8.2,6/26/13,NaN,NaN,2.8
L9819,70.270,-151.355,8.2,6/27/13,NaN,NaN,3.4
L9819,70.270,-151.355,8.2,6/28/13,NaN,NaN,3.0
L9819,70.270,-151.355,8.2,6/29/13,NaN,NaN,3.5
L9819,70.270,-151.355,8.2,6/30/13,NaN,NaN,2.4
L9819,70.270,-151.355,8.2,7/1/13,NaN,NaN,3.9
L9819,70.270,-151.355,8.2,7/2/13,1.70,NaN,5.5
L9819,70.270,-151.355,8.2,7/3/13,1.68,NaN,6.4
L9819,70.270,-151.355,8.2,7/4/13,1.68,NaN,8.6
L9819,70.270,-151.355,8.2,7/5/13,1.69,NaN,10.6
L9819,70.270,-151.355,8.2,7/6/13,1.68,NaN,11.5
L9819,70.270,-151.355,8.2,7/7/13,1.68,NaN,12.4
L9819,70.270,-151.355,8.2,7/8/13,1.68,NaN,11.6
L9819,70.270,-151.355,8.2,7/9/13,1.67,NaN,9.7
L9819,70.270,-151.355,8.2,7/10/13,1.67,NaN,8.7
L9819,70.270,-151.355,8.2,7/11/13,1.66,NaN,8.9
L9819,70.270,-151.355,8.2,7/12/13,1.65,NaN,9.4
L9819,70.270,-151.355,8.2,7/13/13,1.64,NaN,10.0
L9819,70.270,-151.355,8.2,7/14/13,1.64,NaN,10.8
L9819,70.270,-151.355,8.2,7/15/13,1.63,NaN,11.4
L9819,70.270,-151.355,8.2,7/16/13,1.63,NaN,12.2
L9819,70.270,-151.355,8.2,7/17/13,1.63,NaN,13.5
L9819,70.270,-151.355,8.2,7/18/13,1.63,NaN,14.2
L9819,70.270,-151.355,8.2,7/19/13,1.63,NaN,14.7
L9819,70.270,-151.355,8.2,7/20/13,1.63,NaN,14.8
L9819,70.270,-151.355,8.2,7/21/13,1.62,NaN,15.1
L9819,70.270,-151.355,8.2,7/22/13,1.62,NaN,15.5
L9819,70.270,-151.355,8.2,7/23/13,1.63,NaN,15.1
L9819,70.270,-151.355,8.2,7/24/13,1.63,NaN,13.2
L9819,70.270,-151.355,8.2,7/25/13,1.63,NaN,11.3
L9819,70.270,-151.355,8.2,7/26/13,1.62,NaN,10.7
L9819,70.270,-151.355,8.2,7/27/13,1.62,NaN,11.0
L9819,70.270,-151.355,8.2,7/28/13,1.63,NaN,11.8
L9819,70.270,-151.355,8.2,7/29/13,1.64,NaN,12.2
L9819,70.270,-151.355,8.2,7/30/13,1.63,NaN,11.2
L9819,70.270,-151.355,8.2,7/31/13,1.64,NaN,11.7
L9819,70.270,-151.355,8.2,8/1/13,1.63,NaN,12.1
L9819,70.270,-151.355,8.2,8/2/13,1.63,NaN,12.9
L9819,70.270,-151.355,8.2,8/3/13,1.63,NaN,13.8
L9819,70.270,-151.355,8.2,8/4/13,1.63,NaN,14.8
L9819,70.270,-151.355,8.2,8/5/13,1.64,NaN,14.9
L9819,70.270,-151.355,8.2,8/6/13,1.63,NaN,13.7
L9819,70.270,-151.355,8.2,8/7/13,1.62,NaN,13.0
L9819,70.270,-151.355,8.2,8/8/13,1.63,NaN,13.7
L9819,70.270,-151.355,8.2,8/9/13,1.63,NaN,13.5
L9819,70.270,-151.355,8.2,8/10/13,1.62,NaN,13.3
L9819,70.270,-151.355,8.2,8/11/13,1.70,NaN,14.2
L9819,70.270,-151.355,8.2,8/12/13,1.79,NaN,14.9
L9819,70.270,-151.355,8.2,8/13/13,1.79,NaN,15.1
L9819,70.270,-151.355,8.2,8/14/13,1.80,NaN,13.5
L9819,70.270,-151.355,8.2,8/15/13,1.79,NaN,11.8
L9819,70.270,-151.355,8.2,8/16/13,1.79,NaN,10.5
L9819,70.270,-151.355,8.2,8/17/13,1.79,NaN,10.4
L9819,70.270,-151.355,8.2,8/18/13,1.79,NaN,10.2
L9819,70.270,-151.355,8.2,8/19/13,1.79,NaN,8.7
L9819,70.270,-151.355,8.2,8/20/13,1.79,NaN,6.6
L9819,70.270,-151.355,8.2,8/21/13,1.79,NaN,6.2
L9819,70.270,-151.355,8.2,8/22/13,1.79,NaN,6.2
L9819,70.270,-151.355,8.2,8/23/13,1.79,NaN,6.5
L9819,70.270,-151.355,8.2,8/24/13,1.79,NaN,6.5
L9819,70.270,-151.355,8.2,8/25/13,1.79,NaN,6.5
L9819,70.270,-151.355,8.2,8/26/13,1.79,NaN,6.3
L9819,70.270,-151.355,8.2,8/27/13,1.78,NaN,5.9
L9819,70.270,-151.355,8.2,8/28/13,1.78,NaN,6.3
L9819,70.270,-151.355,8.2,8/29/13,1.78,NaN,6.8
L9819,70.270,-151.355,8.2,8/30/13,1.79,NaN,6.5
L9819,70.270,-151.355,8.2,8/31/13,1.79,NaN,5.5
L9819,70.270,-151.355,8.2,9/1/13,1.79,NaN,5.2
L9819,70.270,-151.355,8.2,9/2/13,1.79,NaN,4.6
L9819,70.270,-151.355,8.2,9/3/13,1.79,NaN,4.0
L9819,70.270,-151.355,8.2,9/4/13,1.80,NaN,3.9
L9819,70.270,-151.355,8.2,9/5/13,1.80,NaN,3.8
L9819,70.270,-151.355,8.2,9/6/13,1.79,NaN,3.9
L9819,70.270,-151.355,8.2,9/7/13,1.80,NaN,4.1
L9819,70.270,-151.355,8.2,9/8/13,1.80,NaN,3.8
L9819,70.270,-151.355,8.2,9/9/13,1.79,NaN,3.6
L9819,70.270,-151.355,8.2,9/10/13,1.79,NaN,4.0
L9819,70.270,-151.355,8.2,9/11/13,1.79,NaN,4.5
L9819,70.270,-151.355,8.2,9/12/13,1.80,NaN,5.0
L9819,70.270,-151.355,8.2,9/13/13,1.80,NaN,5.0
L9819,70.270,-151.355,8.2,9/14/13,1.81,NaN,4.8
L9819,70.270,-151.355,8.2,9/15/13,1.81,NaN,3.9
L9819,70.270,-151.355,8.2,9/16/13,1.81,NaN,2.9
L9819,70.270,-151.355,8.2,9/17/13,1.81,NaN,1.7
L9819,70.270,-151.355,8.2,9/18/13,1.81,NaN,1.1
L9819,70.270,-151.355,8.2,9/19/13,1.81,NaN,0.9
L9819,70.270,-151.355,8.2,9/20/13,1.85,NaN,1.5
L9819,70.270,-151.355,8.2,9/21/13,1.78,NaN,0.8
